Sub Avg,Takedown Def,Takedown Acc,Takedown Avg,Striking Def,Sapm,Striking Acc,Slpm,Dob,Stance,Reach,Weight,Height,Win Loss Record,Link,Nick Name,Name
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jun 22, 1983",,--,155 lbs.,--,Record: 5-1-0,http://ufcstats.com/fighter-details/377bc9dc0b2745f9,,Eric Steenberg
0.0,58%,50%,0.44,49%,1.86,55%,3.92,"May 05, 1981",Orthodox,"75""",185 lbs.,"6' 3""",Record: 9-4-0,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,The Hooligan,Steve Steinbeiss
0.0,0%,0%,0.00,100%,0.00,0%,0.00,"Sep 12, 1979",Orthodox,--,170 lbs.,"5' 11""",Record: 14-7-0,http://ufcstats.com/fighter-details/6000b5ae6c462142,Ipswitch Cobra,Ray Steinbeiss
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,217 lbs.,"6' 3""",Record: 0-1-0,http://ufcstats.com/fighter-details/738acab0c6934dd8,,Dmitri Stepanov
0.4,65%,38%,1.16,58%,3.05,40%,3.17,"May 25, 1986",Orthodox,"71""",145 lbs.,"5' 9""",Record: 28-19-0 (1 NC),http://ufcstats.com/fighter-details/18968f97ad34f15c,Lil' Heathen,Jeremy Stephens
0.9,41%,24%,1.98,61%,2.18,51%,4.70,"Jul 31, 1989",Orthodox,"71""",135 lbs.,"5' 7""",Record: 22-3-0,http://ufcstats.com/fighter-details/cb696ebfb6598724,Funk Master,Aljamain Sterling
0.0,0%,0%,0.00,46%,1.79,26%,0.45,--,,--,155 lbs.,"5' 9""",Record: 21-10-0,http://ufcstats.com/fighter-details/310c4d4b2b32796b,,Marc Stevens
2.2,39%,44%,2.75,60%,2.44,44%,2.05,"Jun 15, 1982",Orthodox,"70""",145 lbs.,"5' 7""",Record: 33-16-0,http://ufcstats.com/fighter-details/79899ecf62020f6d,Daddy,Joe Stevenson
0.0,50%,100%,3.91,33%,3.13,54%,1.57,"Mar 19, 1982",Orthodox,"62""",115 lbs.,"5' 4""",Record: 6-5-0,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,,Maia Stevenson
1.9,50%,33%,3.75,53%,2.34,56%,3.75,--,Orthodox,--,170 lbs.,"5' 11""",Record: 6-3-0,http://ufcstats.com/fighter-details/27b1a406ac171b19,,Luke Stewart
0.1,67%,45%,1.75,48%,3.29,45%,3.05,"Dec 30, 1990",Orthodox,"74""",205 lbs.,"6' 0""",Record: 12-8-0 (2 NC),http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,The Dentist,Darren Stewart
0.0,60%,20%,1.32,43%,2.42,35%,1.41,"Jan 31, 1989",Orthodox,"76""",170 lbs.,"6' 0""",Record: 11-3-0,http://ufcstats.com/fighter-details/bb61823f76361297,Gunz Up,Kyle Stewart
0.7,66%,66%,0.35,52%,1.45,42%,1.77,--,Southpaw,--,205 lbs.,"6' 2""",Record: 19-11-1 (1 NC),http://ufcstats.com/fighter-details/df5a77121ba84a5d,The Brazilian Killa,Alex Stiebling
0.5,0%,100%,0.50,56%,4.60,23%,2.80,"Jan 17, 1986",,--,170 lbs.,"6' 3""",Record: 30-10-0,http://ufcstats.com/fighter-details/2cf520143e76cd2e,The Evolution,Tyler Stinson
0.0,100%,100%,0.78,37%,4.42,46%,2.97,"Nov 17, 1980",Orthodox,--,170 lbs.,"6' 1""",Record: 12-5-0,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,The Anvil,Dan Stittgen
0.0,0%,0%,0.00,59%,1.97,29%,1.82,"Mar 22, 1989",Southpaw,"68""",145 lbs.,"5' 7""",Record: 12-5-0,http://ufcstats.com/fighter-details/4d25497994da569c,The Bronx Bomber,Lazar Stojadinovic
1.0,80%,0%,0.00,36%,6.06,23%,1.51,"Feb 02, 1980",Orthodox,--,245 lbs.,"6' 0""",Record: 13-3-0 (1 NC),http://ufcstats.com/fighter-details/a421465acbe59c77,,Denis Stojnic
1.2,62%,25%,0.70,44%,4.61,41%,2.75,"Apr 08, 1993",,"66""",135 lbs.,"5' 7""",Record: 10-8-2,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,,Julija Stoliarenko
0.5,46%,35%,1.76,46%,3.28,41%,2.96,"Nov 15, 1991",Orthodox,"75""",185 lbs.,"6' 0""",Record: 14-5-0,http://ufcstats.com/fighter-details/71505842fb6455c3,,Dustin Stoltzfus
0.7,55%,100%,0.66,49%,2.25,48%,2.12,"Dec 28, 1992",Switch,"74""",155 lbs.,"6' 1""",Record: 12-6-0,http://ufcstats.com/fighter-details/62f7097c04311193,Green Mask,Niklas Stolze
0.6,60%,33%,1.24,48%,2.90,49%,3.85,"Oct 08, 1982",Southpaw,"71""",135 lbs.,"5' 8""",Record: 11-4-0,http://ufcstats.com/fighter-details/fbf0947399d14323,,Ken Stone
0.0,0%,0%,0.00,71%,2.53,36%,2.53,"Feb 03, 1977",Southpaw,--,170 lbs.,"5' 9""",Record: 8-1-0,http://ufcstats.com/fighter-details/8d477c3fbe001f9d,,Ryan Stonitsch
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,185 lbs.,"5' 10""",Record: 7-9-0,http://ufcstats.com/fighter-details/61dd409cb40d1a55,,George Stork
0.9,63%,48%,2.53,62%,2.17,41%,3.80,"Aug 28, 1984",Southpaw,"71""",170 lbs.,"5' 9""",Record: 19-9-0,http://ufcstats.com/fighter-details/5b5307450405abf0,The Horror,Rick Story
0.0,83%,50%,3.42,58%,4.04,45%,2.61,"Feb 09, 1992",Orthodox,"76""",205 lbs.,"6' 0""",Record: 13-4-0,http://ufcstats.com/fighter-details/025f0b1b58fbad01,,Darko Stosic
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Southpaw,--,220 lbs.,"5' 7""",Record: 0-1-0,http://ufcstats.com/fighter-details/91181b29be041f1c,Ranger,Greg Stott
0.0,20%,0%,0.00,29%,3.20,67%,0.69,"Nov 07, 1973",Southpaw,--,185 lbs.,"6' 1""",Record: 11-12-1,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,,Curtis Stout
0.1,77%,38%,0.63,57%,4.08,28%,4.17,"Apr 23, 1984",Orthodox,"70""",155 lbs.,"5' 9""",Record: 20-12-1,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Hands of Stone,Sam Stout
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Feb 09, 1979",,--,185 lbs.,"5' 11""",Record: 12-10-0,http://ufcstats.com/fighter-details/e1a4568fec1fc24f,,Tim Stout
0.0,100%,57%,3.87,47%,5.28,51%,5.03,"May 29, 1991",Orthodox,"70""",135 lbs.,"5' 7""",Record: 5-3-0,http://ufcstats.com/fighter-details/8c39367b53eadf8a,Sui Generis,Jesse Strader
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 0-1-0,http://ufcstats.com/fighter-details/495add4fbede0a44,,Gennaro Strangis
0.0,33%,33%,0.72,59%,1.88,45%,3.04,"Jul 13, 1969",Orthodox,--,170 lbs.,"5' 10""",Record: 25-8-0,http://ufcstats.com/fighter-details/980b4e712489098e,,Dave Strasser
1.1,81%,15%,0.84,57%,2.99,43%,4.76,"Jul 27, 1984",,"71""",145 lbs.,"5' 7""",Record: 24-7-0 (1 NC),http://ufcstats.com/fighter-details/15347cd4cdf01b03,,Daniel Straus
16.4,0%,0%,0.00,38%,4.00,0%,0.00,"Mar 01, 1979",Orthodox,--,155 lbs.,"5' 9""",Record: 9-7-0,http://ufcstats.com/fighter-details/04f9fe830cf13482,The Finishing Machine,Gerald Strebendt
0.3,85%,61%,1.14,65%,4.01,40%,5.54,"Feb 27, 1991",Orthodox,"76""",185 lbs.,"6' 1""",Record: 25-4-0,http://ufcstats.com/fighter-details/0d8011111be000b2,,Sean Strickland
0.0,66%,0%,0.00,40%,4.07,45%,1.40,"Jun 23, 1988",Southpaw,"70""",145 lbs.,"5' 8""",Record: 18-4-0 (1 NC),http://ufcstats.com/fighter-details/ef1182eb28c17d4e,Mugen,Mark Striegl
0.0,62%,36%,2.40,41%,2.84,61%,3.16,"Jul 06, 1987",Orthodox,--,205 lbs.,"6' 3""",Record: 22-8-3,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,,Hans Stringer
1.7,55%,46%,0.56,46%,4.04,47%,3.12,"Feb 18, 1988",Orthodox,"84""",265 lbs.,"6' 11""",Record: 33-13-0,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Skyscraper,Stefan Struve
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,160 lbs.,"5' 9""",Record: 1-4-0,http://ufcstats.com/fighter-details/601cf40c09090853,,Josh Stuart
0.8,33%,25%,1.59,47%,8.85,43%,3.34,"Aug 01, 1986",,--,170 lbs.,"5' 10""",Record: 11-4-0,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,,Mike Stumpf
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Switch,--,225 lbs.,"6' 3""",Record: 0-1-0,http://ufcstats.com/fighter-details/d30415ec5e8783cd,,Kyle Sturgeon
0.6,100%,62%,6.47,48%,1.45,65%,4.82,"Dec 19, 1990",Southpaw,"66""",115 lbs.,"5' 5""",Record: 9-0-0,http://ufcstats.com/fighter-details/b08012bbe542592a,,Tatiana Suarez
0.0,60%,0%,0.00,63%,1.20,50%,1.80,--,Orthodox,--,183 lbs.,"5' 9""",Record: 22-11-3,http://ufcstats.com/fighter-details/3a7513372f79c8c8,,Masanori Suda
4.2,50%,60%,3.58,33%,2.23,39%,1.55,"Mar 08, 1978",Orthodox,--,155 lbs.,"5' 9""",Record: 15-4-2,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,Neo-Samurai,Genki Sudo
0.0,100%,0%,0.00,28%,4.89,67%,5.70,"Jun 15, 1993",Orthodox,"75""",205 lbs.,"6' 4""",Record: 8-1-0,http://ufcstats.com/fighter-details/b160e4f251283d70,,Lucasz Sudolski
3.3,0%,50%,3.27,80%,0.22,0%,0.00,--,Orthodox,--,160 lbs.,"5' 6""",Record: 10-8-1,http://ufcstats.com/fighter-details/8215e4fe24e8e81b,Amazon,Daisuke Sugie
0.0,0%,66%,1.33,53%,2.08,40%,1.37,"May 31, 1970",Southpaw,--,225 lbs.,"5' 11""",Record: 1-3-0,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd,,Takashi Sugiura
0.0,66%,100%,2.05,71%,2.45,48%,2.59,"Feb 03, 1978",,--,105 lbs.,"5' 1""",Record: 12-5-0,http://ufcstats.com/fighter-details/b205d4f2ff44bc89,Sugi Rock,Naho Sugiyuma
0.7,38%,20%,1.37,57%,2.42,39%,3.53,"Mar 13, 1981",Orthodox,"73""",170 lbs.,"6' 0""",Record: 17-7-0 (1 NC),http://ufcstats.com/fighter-details/6c7e25571490aa3b,The Silencer,George Sullivan
0.3,88%,100%,0.27,70%,2.19,37%,1.98,"Jul 01, 1976",Orthodox,--,183 lbs.,"5' 9""",Record: 24-7-0,http://ufcstats.com/fighter-details/7aa88401f93ce836,,Amar Suloev
9.0,0%,100%,9.00,42%,2.40,0%,0.00,--,Southpaw,--,185 lbs.,"6' 2""",Record: 18-6-0,http://ufcstats.com/fighter-details/fe1fdc6be470f773,,Magomed Sultanakhmedov
0.0,0%,100%,2.87,34%,7.64,48%,2.68,"Nov 16, 1989",Southpaw,"80""",185 lbs.,"6' 2""",Record: 7-3-0,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5,,Justin Sumter
0.6,66%,100%,0.32,62%,2.75,54%,4.83,"Jan 20, 1996",Southpaw,"72""",125 lbs.,"5' 8""",Record: 16-5-0,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,The Tibetan Eagle,Sumudaerji
0.0,0%,11%,1.00,48%,3.53,42%,2.20,"Nov 07, 1991",Southpaw,"66""",125 lbs.,"5' 5""",Record: 8-4-0,http://ufcstats.com/fighter-details/6d537248fe7cccf1,Hellboy,Rama Supandhi
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 10""",Record: 6-4-0,http://ufcstats.com/fighter-details/22af3546bd967280,,Aji Susilo
0.0,0%,0%,0.00,36%,4.97,83%,2.07,"Aug 07, 1973",Orthodox,--,210 lbs.,"6' 0""",Record: 0-1-0,http://ufcstats.com/fighter-details/cc5834a495d1ea08,Nobunaga,Jason Suttie
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,205 lbs.,"5' 11""",Record: 2-4-1,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66,,Joel Sutton
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Aug 07, 1982",,--,185 lbs.,"6' 1""",Record: 2-2-0,http://ufcstats.com/fighter-details/556347e2b0e33979,,Chad Sutton
0.0,0%,0%,0.00,51%,11.73,55%,4.09,"Dec 04, 1991",Orthodox,--,260 lbs.,"6' 0""",Record: 9-2-0,http://ufcstats.com/fighter-details/3d99e5aa85d7576a,,Danilo Suzart
0.0,0%,0%,0.00,38%,5.91,38%,2.02,"Apr 25, 1985",,--,155 lbs.,"6' 1""",Record: 15-6-0,http://ufcstats.com/fighter-details/bcad7223af3c19da,,Martin Svensson
6.0,0%,0%,0.00,40%,3.20,44%,0.80,"Jan 30, 1991",Orthodox,"70""",145 lbs.,"5' 9""",Record: 20-10-1,http://ufcstats.com/fighter-details/cc39185f2d7d89e4,,Daniel Swain
0.4,61%,52%,1.09,60%,3.73,50%,4.68,"Nov 02, 1983",Orthodox,"70""",135 lbs.,"5' 8""",Record: 28-13-0,http://ufcstats.com/fighter-details/d247691a6c0e9034,,Cub Swanson
0.6,61%,50%,1.06,54%,2.29,37%,2.36,"Jun 19, 1979",Orthodox,"77""",170 lbs.,"6' 1""",Record: 15-6-0,http://ufcstats.com/fighter-details/9fe85152f351e737,Quick,Mike Swick
0.0,33%,0%,0.00,40%,1.57,42%,0.78,"Aug 24, 1976",Orthodox,--,185 lbs.,"6' 0""",Record: 12-3-0,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,,Floyd Sword
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Nov 21, 1995",,--,205 lbs.,--,Record: 6-0-0,http://ufcstats.com/fighter-details/46e2011d92463b7e,,Oumar Sy
0.0,75%,0%,0.00,79%,1.73,18%,1.30,"Dec 22, 1982",Orthodox,--,125 lbs.,"5' 4""",Record: 5-1-0,http://ufcstats.com/fighter-details/abd2109bc4cb0291,Bolivia,Bentley Syler
2.0,77%,40%,1.00,48%,4.03,69%,5.60,"Jul 29, 1993",Switch,"71""",155 lbs.,"5' 9""",Record: 10-1-0,http://ufcstats.com/fighter-details/9094a881a7513de3,El Nino Bala,Kevin Syler
0.0,0%,0%,0.00,27%,6.58,0%,0.00,"Sep 03, 1973",Orthodox,--,205 lbs.,"5' 11""",Record: 10-16-0,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e,Lethal,Leo Sylvest
0.0,0%,0%,0.00,12%,10.12,0%,0.00,"Jan 27, 1978",Southpaw,--,225 lbs.,"6' 1""",Record: 11-3-0,http://ufcstats.com/fighter-details/87b7df65c30008c4,,Tony Sylvester
0.1,75%,100%,0.11,61%,2.61,41%,4.23,"Mar 05, 1976",Orthodox,"80""",265 lbs.,"6' 8""",Record: 31-10-0 (1 NC),http://ufcstats.com/fighter-details/2a542ee8a8b83559,The Maine-iac,Tim Sylvia
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Dec 30, 1994",,--,260 lbs.,--,Record: 10-1-0,http://ufcstats.com/fighter-details/d2d05dda5f887f87,,Kevin Szaflarski
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,300 lbs.,"6' 5""",Record: 0-4-0,http://ufcstats.com/fighter-details/e7bc606d269896aa,,Osamu Tachihikari
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,115 lbs.,--,Record: 1-3-0,http://ufcstats.com/fighter-details/bb01bc3c57f39b04,,Amber Tackett
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,160 lbs.,"5' 8""",Record: 2-3-0 (1 NC),http://ufcstats.com/fighter-details/f70144caea5c4c80,,Eugenio Tadeu
0.0,100%,0%,0.00,49%,5.94,55%,5.02,"Dec 13, 1993",Southpaw,"74""",264 lbs.,"6' 0""",Record: 5-3-0,http://ufcstats.com/fighter-details/e13abac8089a801a,Bad Man,Justin Tafa
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Sep 21, 1996",,--,--,--,Record: 0-0-0,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,,Junior Tafa
0.2,61%,0%,0.00,46%,4.12,32%,2.64,"Feb 15, 1992",Orthodox,"69""",135 lbs.,"5' 5""",Record: 13-5-0 (1 NC),http://ufcstats.com/fighter-details/b4537562f88ac582,The Warrior,Khalid Taha
1.4,100%,40%,5.45,59%,4.55,42%,4.18,"Jun 27, 1984",,--,135 lbs.,"5' 4""",Record: 23-7-1,http://ufcstats.com/fighter-details/9bf126927843e184,The Juggernaut,Joe Taimanglo
3.1,60%,30%,2.47,56%,1.15,64%,3.25,"Jan 27, 2000",Orthodox,"70""",125 lbs.,"5' 7""",Record: 12-0-0,http://ufcstats.com/fighter-details/4461d7e47375a895,,Tatsuro Taira
0.0,88%,63%,1.34,64%,3.03,39%,2.98,"Aug 08, 1988",Orthodox,"73""",155 lbs.,"5' 9""",Record: 27-6-0,http://ufcstats.com/fighter-details/8f5c8850b2484173,Beckan,Mairbek Taisumov
0.0,0%,20%,1.15,39%,1.92,24%,0.31,"Apr 12, 1962",Southpaw,--,220 lbs.,"6' 0""",Record: 2-6-2,http://ufcstats.com/fighter-details/a25b71fe5e31fa97,,Nobuhiko Takada
2.3,66%,0%,0.00,44%,6.47,51%,2.26,"Mar 13, 1969",Southpaw,--,199 lbs.,"5' 11""",Record: 30-27-3 (1 NC),http://ufcstats.com/fighter-details/6420efac0578988b,Kazuo,Yoshiki Takahashi
0.0,0%,0%,0.00,48%,8.78,54%,5.11,"Apr 20, 1973",,--,150 lbs.,"5' 8""",Record: 15-12-2,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,,Yoko Takahashi
1.2,21%,17%,0.84,47%,1.64,30%,0.49,"Apr 20, 1978",Southpaw,--,170 lbs.,"6' 0""",Record: 12-15-2,http://ufcstats.com/fighter-details/4f74c8be51db8a37,,Daiju Takase
0.0,66%,45%,0.90,60%,3.16,33%,3.18,"Jun 10, 1977",Orthodox,--,139 lbs.,"5' 6""",Record: 21-14-2,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9,Streetfight Bancho,Hiroyuki Takaya
0.0,55%,33%,0.67,29%,5.69,54%,3.40,"Sep 19, 1968",Orthodox,--,280 lbs.,"6' 5""",Record: 1-4-0,http://ufcstats.com/fighter-details/d856a0080ac09ed7,,Yoshihiro Takayama
1.1,25%,50%,1.48,55%,1.71,39%,1.37,"Dec 08, 1979",Southpaw,--,205 lbs.,"5' 7""",Record: 6-5-0,http://ufcstats.com/fighter-details/a7724f51e32e763e,,Makoto Takimoto
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Aug 26, 1967",Orthodox,--,210 lbs.,"6' 0""",Record: 17-5-2,http://ufcstats.com/fighter-details/1dc56b59cb28425d,The Russian Bear,Oleg Taktarov
0.0,73%,76%,1.94,66%,2.62,51%,3.66,"Jun 10, 1981",Orthodox,"74""",170 lbs.,"6' 1""",Record: 15-7-0,http://ufcstats.com/fighter-details/49858bf46dabf6fb,,Nordine Taleb
0.0,0%,0%,0.00,50%,26.67,0%,0.00,--,Orthodox,--,220 lbs.,"6' 0""",Record: 0-3-0,http://ufcstats.com/fighter-details/eaa0a728cc91ef60,,Tsuyoshi Tamakairiki
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Aug 22, 1985",,--,135 lbs.,"5' 7""",Record: 10-0-0,http://ufcstats.com/fighter-details/bfd4d50591033a1f,Tomahawk,Eli Tamez
0.2,45%,60%,0.58,60%,1.44,53%,2.44,"Dec 17, 1969",Southpaw,--,185 lbs.,"5' 11""",Record: 32-13-3,http://ufcstats.com/fighter-details/30e8b4505f5ccf92,,Kiyoshi Tamura
1.0,20%,0%,0.00,78%,1.94,43%,3.73,"May 31, 1980",Orthodox,"70""",135 lbs.,"5' 9""",Record: 21-18-2,http://ufcstats.com/fighter-details/c95fbc085e17a532,The Ironman,Akitoshi Tamura
0.0,33%,25%,0.92,44%,4.58,53%,1.89,"Mar 12, 1984",Orthodox,"63""",135 lbs.,"5' 5""",Record: 10-8-0,http://ufcstats.com/fighter-details/57bf89d42364d39e,,Issei Tamura
0.0,0%,0%,0.00,18%,7.37,29%,0.69,"Dec 17, 1981",Orthodox,--,170 lbs.,"5' 10""",Record: 5-3-0,http://ufcstats.com/fighter-details/ad3041e61896b975,,Jason Tan
0.0,0%,66%,5.59,38%,2.05,50%,0.19,--,Southpaw,--,--,--,Record: 2-2-0,http://ufcstats.com/fighter-details/1bf49bf829964144,Kinniku Mantaro,Akihito Tanaka
0.2,43%,38%,2.40,50%,1.99,37%,1.97,"Oct 04, 1990",Orthodox,"67""",135 lbs.,"5' 5""",Record: 11-3-0,http://ufcstats.com/fighter-details/64788ee44b062ded,,Michinori Tanaka
1.3,25%,43%,2.55,56%,2.64,59%,3.05,"Feb 11, 1971",Orthodox,"74""",185 lbs.,"6' 0""",Record: 32-8-0,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,,Evan Tanner
0.2,66%,40%,0.49,58%,4.74,21%,2.69,"Mar 14, 1981",Orthodox,"67""",135 lbs.,"5' 5""",Record: 12-14-1,http://ufcstats.com/fighter-details/0eec866a077889f0,The Mangler,Manny Tapia
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,185 lbs.,"5' 7""",Record: 8-3-0,http://ufcstats.com/fighter-details/37ac9e0f4fc86171,,Gary Tapusoa
1.3,55%,29%,1.88,51%,3.10,44%,2.61,"Aug 18, 1986",Orthodox,"65""",125 lbs.,"5' 6""",Record: 19-9-0,http://ufcstats.com/fighter-details/b96619b3acd7d9da,Cupcake,Miesha Tate
0.3,50%,28%,2.00,59%,1.82,43%,2.13,"Aug 28, 1977",Southpaw,"68""",145 lbs.,"5' 9""",Record: 17-5-0,http://ufcstats.com/fighter-details/ef927e4fe2117ab8,,Deividas Taurosevicius
1.5,62%,42%,3.83,62%,2.31,40%,2.00,"Nov 08, 1984",Orthodox,"70""",145 lbs.,"5' 7""",Record: 21-7-1,http://ufcstats.com/fighter-details/8a59d346dc976a10,,Thiago Tavares
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,135 lbs.,--,Record: 1-6-0,http://ufcstats.com/fighter-details/681d07e328798ec0,,Jeremy Tavares
0.0,80%,26%,0.86,56%,3.01,43%,3.30,"Dec 21, 1987",Orthodox,"74""",185 lbs.,"6' 1""",Record: 19-8-0,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,,Brad Tavares
0.5,56%,25%,0.27,55%,4.47,47%,4.44,"Dec 15, 1979",Orthodox,"72""",155 lbs.,"6' 0""",Record: 11-6-1 (1 NC),http://ufcstats.com/fighter-details/9b74de674c355425,Relentless,Paul Taylor
3.1,100%,50%,7.28,38%,0.55,65%,1.94,"Jan 02, 1983",Orthodox,"73""",170 lbs.,"6' 0""",Record: 31-15-0,http://ufcstats.com/fighter-details/dd992d569aaebee6,JT Money,Jesse Taylor
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 7""",Record: 13-8-1,http://ufcstats.com/fighter-details/88e53ec16b801740,,Torrance Taylor
0.0,100%,28%,2.48,68%,1.24,32%,2.06,"May 12, 1979",Orthodox,--,185 lbs.,"5' 11""",Record: 13-4-0,http://ufcstats.com/fighter-details/49bddfee9ed54cf3,Handgunz,Louis Taylor
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,145 lbs.,"5' 7""",Record: 1-3-0,http://ufcstats.com/fighter-details/637a4d8825464c62,Pretty Boy,Anthony Taylor
0.2,70%,20%,0.20,71%,3.31,29%,2.75,"Oct 25, 1989",Orthodox,"60""",115 lbs.,"5' 0""",Record: 9-4-0,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,Dynamite,Danielle Taylor
7.9,0%,100%,3.96,26%,3.70,80%,3.17,--,,--,--,"5' 10""",Record: 7-7-0,http://ufcstats.com/fighter-details/17c6e35e4da505b0,The Outlaw,J.T Taylor
0.2,58%,37%,2.75,62%,2.99,51%,4.04,"Sep 29, 1981",Orthodox,"75""",185 lbs.,"6' 2""",Record: 16-9-0,http://ufcstats.com/fighter-details/f5431394fb284bb9,,James Te Huna
0.0,0%,0%,0.00,21%,13.31,42%,1.40,"Feb 13, 1992",Orthodox,--,265 lbs.,"6' 5""",Record: 5-2-0,http://ufcstats.com/fighter-details/5bb70ebd65075c5c,,Shawn Teed
1.0,60%,37%,2.20,52%,3.93,50%,3.80,"Oct 28, 1979",Orthodox,"76""",205 lbs.,"6' 2""",Record: 33-8-0,http://ufcstats.com/fighter-details/7ff97850e8c32bda,,Glover Teixeira
0.7,71%,27%,1.00,63%,3.20,35%,3.36,"Nov 18, 1986",Orthodox,--,145 lbs.,"5' 7""",Record: 21-2-2,http://ufcstats.com/fighter-details/86061eaba822bfea,Macapa,John Teixeira
0.0,33%,0%,0.00,35%,3.22,39%,2.00,"Feb 13, 1982",,--,242 lbs.,"6' 1""",Record: 3-1-0,http://ufcstats.com/fighter-details/de9e331b3e6bae70,,Ewerton Teixeira
0.0,80%,100%,0.87,56%,3.02,35%,1.83,"Feb 07, 1965",Orthodox,--,233 lbs.,"6' 2""",Record: 7-5-1,http://ufcstats.com/fighter-details/1dab0d1d81dd06db,Trauma,Tra Telligman
0.0,100%,0%,0.00,71%,3.40,55%,5.67,"Jun 15, 1989",Orthodox,"70""",145 lbs.,"5' 7""",Record: 5-1-0,http://ufcstats.com/fighter-details/87911d22a79d3203,Triple Threat,Taneisha Tennant
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,170 lbs.,--,Record: 15-3-1,http://ufcstats.com/fighter-details/61d6368013f8637f,,Herman Terrado
0.0,100%,38%,3.28,48%,2.80,43%,2.62,"May 10, 1978",Southpaw,--,170 lbs.,"5' 8""",Record: 7-7-0,http://ufcstats.com/fighter-details/b9aa0024f295609e,The Bionic,Dave Terrel
5.5,0%,50%,5.54,37%,2.71,63%,2.34,"Jan 09, 1978",Southpaw,--,185 lbs.,"6' 1""",Record: 6-2-0,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,The Soul Assassin,David Terrell
0.0,75%,36%,3.31,64%,4.77,32%,3.23,"Mar 16, 1981",Orthodox,--,170 lbs.,"5' 10""",Record: 19-9-0,http://ufcstats.com/fighter-details/5befa793316d3469,Intensity,James Terry
0.0,100%,0%,0.00,19%,9.27,50%,1.09,--,,--,205 lbs.,"6' 2""",Record: 2-3-0,http://ufcstats.com/fighter-details/60f86c449cd31e23,,Jeff Terry
0.0,77%,33%,0.94,55%,3.53,43%,4.69,"May 01, 1989",Southpaw,"73""",155 lbs.,"5' 9""",Record: 8-2-0,http://ufcstats.com/fighter-details/2747c60e42d9d75f,,David Teymur
0.3,60%,18%,0.56,56%,3.93,46%,3.08,"Feb 03, 1988",Orthodox,"69""",145 lbs.,"5' 5""",Record: 7-4-0,http://ufcstats.com/fighter-details/fbf0537e420e698e,Kid Dynamite,Daniel Teymur
0.5,0%,11%,1.50,51%,2.80,23%,0.87,"Aug 29, 1987",Southpaw,--,135 lbs.,"5' 7""",Record: 28-12-7,http://ufcstats.com/fighter-details/d34636a85f0f4c90,,Motonobu Tezuka
